Agent_id,lost_reason,source,source_city,source_country,utm_source,utm_medium,des_city,des_country,room_type,lead_id,cat_lease,cat_budget,status
46,26,126,4155,99,20,3,109,8,0,18681,2,5,0
20,15,280,3722,163,20,3,7,8,0,7905,1,4,0
54,21,126,3868,163,20,3,109,8,0,8526,2,5,0
35,7,199,1921,99,20,3,188,8,5,24679,5,5,0
102,21,126,953,161,20,3,160,8,1,3851,1,6,0
17,26,127,1414,31,20,3,166,8,5,2781,2,5,0
40,20,126,2092,163,20,3,87,8,3,16437,1,5,0
51,21,126,2605,99,20,3,128,8,0,5374,1,5,0
106,20,126,2605,99,20,3,194,8,0,24774,1,0,0
109,21,126,4085,163,20,3,111,8,1,1894,2,5,0
98,21,126,638,99,20,3,165,8,0,26203,1,5,0
41,15,280,3868,163,17,35,194,8,0,25671,2,0,0
20,15,127,175,69,20,3,11,0,5,17956,5,5,0
20,15,280,1396,99,20,3,106,8,0,3831,2,5,0
62,16,126,1425,0,20,3,18,8,3,8752,2,4,0
28,21,126,2211,163,20,3,73,8,0,6134,1,5,0
19,29,280,1396,99,20,3,111,8,0,12154,5,5,0
62,21,199,300,43,20,3,118,8,5,22412,5,5,0
90,29,199,2249,167,20,3,151,8,5,10788,5,5,0
78,20,164,2943,167,20,3,6,8,5,14603,5,5,0
100,2,126,1511,163,20,3,50,8,3,16107,2,0,0
20,15,126,3922,163,20,3,81,8,0,2610,1,0,0
20,15,280,2244,163,20,3,69,8,1,15583,2,4,0
100,30,164,2943,167,20,3,35,8,5,5334,5,5,1
104,16,126,2195,163,20,3,109,8,0,22389,1,5,0
62,15,127,3868,163,7,45,194,8,5,12445,5,5,0
25,30,126,1503,33,20,3,6,8,3,7411,2,5,1
98,21,126,620,69,20,3,151,8,1,17099,1,5,0
20,15,126,1541,163,20,3,81,8,0,16981,1,4,0
62,16,280,638,99,20,3,187,8,1,20929,2,4,0
46,10,126,2605,99,24,56,18,8,0,17585,0,5,0
67,19,126,1306,99,20,3,194,8,3,20481,2,5,0
41,18,199,1049,118,23,35,200,8,5,7454,5,5,0
54,20,126,2834,99,20,3,194,8,0,14919,2,6,0
62,29,126,1813,163,20,3,109,8,0,24559,1,4,0
5,21,126,3868,163,20,3,29,8,3,7310,1,0,0
100,25,126,175,69,20,3,73,8,0,11023,5,5,0
102,21,126,2278,176,20,3,6,8,0,9489,0,5,0
54,18,199,2943,167,24,56,206,8,5,19780,5,5,0
109,29,126,156,99,20,3,165,8,1,11889,1,6,0
109,20,126,1541,163,20,3,151,8,1,22439,0,0,0
70,21,126,4003,163,20,3,130,8,0,2391,1,5,0
69,21,199,2028,99,20,3,18,8,5,9781,5,5,0
103,23,126,669,150,20,3,73,8,0,19916,2,5,0
74,16,126,2921,163,20,3,18,8,3,16536,1,5,0
54,18,126,2195,163,20,3,111,8,0,14041,5,5,0
109,18,127,3050,163,3,3,194,8,5,17143,5,5,0
7,21,126,598,163,20,3,130,8,1,13940,1,0,0
20,15,232,4167,163,20,3,69,8,5,2646,5,5,0
17,16,126,515,99,20,3,87,8,2,2620,1,5,0
62,30,280,1672,99,20,3,29,8,0,8971,2,5,1
20,15,117,1352,24,24,56,11,0,5,25825,5,5,0
4,29,126,2995,91,20,3,35,8,1,790,1,4,0
40,25,126,2534,163,20,3,165,8,3,287,5,4,0
22,21,126,3868,163,20,3,165,8,3,5774,2,5,0
98,16,280,2596,163,20,3,186,8,0,13033,1,4,0
47,21,126,3688,163,20,3,6,8,3,4742,1,4,0
25,16,164,1140,163,20,3,109,8,5,18516,5,5,0
47,16,199,3868,163,20,3,18,8,5,7295,5,5,0
20,15,278,3868,163,20,3,17,8,5,20651,5,5,0
74,21,164,3868,163,20,3,130,8,5,16952,5,5,0
65,20,126,339,163,20,3,87,8,0,23484,2,5,0
79,21,126,19,163,20,3,160,8,3,17194,1,0,0
109,29,126,1107,163,20,3,6,8,1,21423,5,5,0
20,15,127,2049,99,20,3,126,8,5,6529,5,5,0
111,25,126,3172,163,20,3,165,8,0,9767,5,5,0
20,15,126,2875,163,20,3,81,8,3,15796,1,4,0
39,0,126,3831,152,20,3,188,8,3,22791,0,4,0
16,10,126,301,142,20,3,194,8,1,9247,1,5,0
12,0,126,2596,163,3,3,35,8,0,25958,1,4,0
5,21,126,444,161,20,3,18,8,1,19508,1,4,0
20,15,127,1673,163,20,3,133,8,5,24637,1,5,0
41,20,126,1271,43,20,3,130,8,3,19250,2,4,0
28,29,126,2767,163,20,3,194,8,1,6847,1,4,0
41,20,126,3785,99,20,3,160,8,0,8918,1,0,0
57,9,126,963,163,20,3,18,8,3,4373,2,4,0
12,21,39,2605,99,26,39,172,10,5,6866,5,5,0
97,15,164,190,145,20,3,194,8,5,17681,5,5,0
109,20,126,3256,163,20,3,73,8,0,10938,2,5,0
79,16,126,3782,163,20,3,194,8,0,9605,0,0,0
9,21,126,3904,163,20,3,18,8,0,2880,1,4,0
20,15,280,1314,45,24,56,69,8,3,24666,0,4,0
34,21,164,3868,163,20,3,109,8,5,13573,5,5,0
55,2,126,2723,163,20,3,165,8,3,15237,1,4,0
32,20,232,3778,167,20,3,98,8,5,19348,5,5,0
100,21,126,201,163,20,3,29,8,0,20069,1,4,0
103,30,126,3521,135,20,3,18,8,1,18974,1,0,1
20,15,164,2028,99,15,43,22,8,5,22859,5,5,0
20,15,243,301,142,20,30,69,8,5,5684,5,5,0
20,15,126,1541,163,20,3,81,8,1,4356,2,4,0
104,16,126,2127,163,20,3,18,8,0,16711,1,4,0
52,29,280,2943,167,24,56,206,8,1,24629,1,4,0
109,18,126,3344,99,20,3,29,8,3,25139,2,5,0
57,8,13,298,99,20,30,109,8,5,19713,2,5,0
40,29,126,2415,163,20,3,194,8,0,16918,1,4,0
104,20,164,2844,163,24,56,73,8,5,11351,1,5,0
77,21,126,1127,163,20,3,148,8,3,13476,1,5,0
103,20,126,2312,163,20,3,151,8,1,23271,2,4,0
41,20,164,638,99,20,3,23,8,5,25986,5,5,0
100,20,126,3868,163,20,3,109,8,5,20373,5,5,0
46,29,18,4173,180,15,4,18,8,5,11648,2,5,0
25,20,126,2232,163,20,3,87,8,0,19958,1,4,0
57,21,164,1033,163,20,3,18,8,5,13609,5,5,0
14,16,232,2127,163,20,30,194,8,5,24345,5,5,0
74,30,126,2457,173,20,3,109,8,0,1798,5,5,1
19,30,126,72,77,20,3,165,8,0,9370,2,4,1
21,25,126,2195,163,20,3,111,8,3,12789,5,4,0
109,20,126,1630,119,20,3,151,8,0,24275,5,5,0
4,21,126,2121,99,20,3,87,8,0,21967,1,5,0
7,25,280,1264,31,20,3,59,8,0,5483,5,5,0
98,16,126,2312,163,20,3,29,8,0,12055,1,5,0
17,2,126,2146,156,20,3,111,8,0,24381,2,4,0
70,2,126,1618,99,20,3,29,8,0,14855,2,0,0
13,20,126,438,163,20,3,91,8,3,18132,2,5,0
61,21,126,2020,163,20,3,130,8,0,4597,1,4,0
20,15,280,2943,167,20,3,34,8,0,14647,1,5,0
61,10,126,19,163,3,3,109,8,0,2878,1,4,0
60,16,126,2511,99,20,3,194,8,0,18911,5,5,0
55,16,126,2108,37,20,3,194,8,0,19840,0,5,0
60,16,199,1396,99,20,3,130,8,5,21619,5,5,0
3,21,126,915,163,20,3,6,8,0,18413,1,5,0
9,10,199,2067,99,20,3,109,8,5,8838,5,5,0
25,30,164,1246,99,0,35,87,8,5,1004,5,5,1
100,25,126,2121,99,20,3,194,8,0,25136,5,5,0
20,15,127,3896,163,3,3,34,8,5,17894,2,5,0
40,16,280,2943,167,20,3,82,8,0,7775,2,5,0
63,20,126,169,84,20,3,194,8,0,20512,1,0,0
20,15,199,2687,69,15,43,78,0,5,20536,5,5,0
22,29,126,3670,99,20,3,109,8,1,20889,2,4,0
5,20,232,3029,99,24,56,18,8,5,23182,5,5,0
42,15,164,2036,56,20,3,22,8,5,22841,5,5,0
20,15,195,2460,99,20,3,133,8,5,5144,1,5,0
22,18,278,999,163,9,3,73,8,5,1495,5,5,0
20,15,280,2529,163,20,3,133,8,0,23850,1,0,0
28,16,126,3110,163,20,3,160,8,0,3401,2,4,0
100,2,126,2127,163,20,3,109,8,3,5296,2,0,0
92,25,126,3868,163,20,3,109,8,3,20244,0,5,0
40,13,93,1185,99,24,56,200,8,5,4353,2,5,0
20,15,199,2687,69,15,43,138,0,5,3606,5,5,0
17,16,126,3868,163,20,3,160,8,1,11557,2,0,0
62,23,199,4155,99,20,3,165,8,5,22447,5,5,0
20,15,232,905,163,15,43,22,8,5,26037,5,5,0
22,30,126,3506,163,20,3,18,8,0,19620,2,4,1
35,10,280,4154,69,20,3,4,8,3,5876,1,5,0
92,21,126,1781,165,20,3,35,8,1,14791,2,4,0
35,30,126,3868,163,20,3,109,8,0,17594,1,4,1
39,16,164,3922,163,20,3,194,8,5,23012,5,5,0
20,15,278,297,163,20,3,47,8,5,14334,5,5,0
104,21,136,2590,55,20,3,18,8,5,14702,2,5,0
21,16,280,133,163,17,35,109,8,0,26170,1,5,0
5,20,126,3868,163,3,3,165,8,1,26186,1,4,0
12,29,199,3868,163,20,3,130,8,5,11183,5,5,0
106,29,126,2573,163,20,3,206,8,0,9358,2,0,0
20,15,280,133,163,20,3,7,8,0,2788,0,5,0
57,7,126,4037,163,20,3,73,8,0,14026,1,5,0
28,21,164,2049,99,20,3,148,8,5,291,5,5,0
22,21,164,3868,163,20,3,194,8,5,3447,5,5,0
20,15,280,3868,163,20,3,166,8,0,5206,1,4,0
65,10,126,3344,99,20,3,130,8,3,6152,2,4,0
52,10,280,2605,99,20,3,160,8,0,7609,2,4,0
21,19,126,772,163,20,3,18,8,0,22678,1,4,0
105,2,126,2997,163,20,3,98,8,3,1130,1,4,0
102,21,126,2921,163,20,3,160,8,0,1892,1,4,0
69,7,126,3858,163,20,3,6,8,3,14516,2,4,0
106,21,280,2921,163,20,3,57,8,0,3173,2,4,0
62,29,136,2049,99,20,3,87,8,5,7154,1,5,0
105,21,126,1073,163,20,3,165,8,0,3548,1,4,0
60,16,126,3868,163,20,3,194,8,0,2072,1,0,0
62,16,126,2195,163,20,3,18,8,3,810,1,4,0
62,20,126,3904,163,20,3,111,8,0,225,1,4,0
54,30,126,1306,99,20,3,109,8,0,22774,1,5,1
57,30,126,696,163,20,3,18,8,0,17575,1,6,1
77,24,126,1062,150,20,3,128,8,0,9475,0,4,0
4,21,126,1003,163,17,28,73,8,0,12421,1,5,0
20,15,117,1511,163,20,3,17,8,5,12474,5,5,0
100,29,280,1885,163,20,3,111,8,1,12630,2,4,0
19,10,170,4173,180,28,10,130,8,5,25497,1,4,0
39,16,126,1306,99,20,3,194,8,0,22872,1,4,0
111,21,126,3191,163,20,3,109,8,3,23236,1,0,0
20,15,232,3363,163,20,3,133,8,5,23283,5,5,0
97,0,18,4173,180,15,24,194,8,5,6446,5,5,0
20,15,127,4091,163,20,3,82,8,5,9301,2,5,0
70,16,226,3116,163,3,3,57,8,5,25549,5,5,0
91,21,127,778,31,20,3,194,8,5,16714,2,5,0
109,0,127,3698,163,20,3,186,8,5,2098,5,5,0
51,21,126,1243,163,20,3,109,8,0,7421,1,0,0
79,2,164,1385,112,29,56,75,12,5,19918,5,5,0
20,15,117,3295,99,20,30,17,8,5,6682,5,5,0
62,16,126,3172,163,20,3,18,8,0,3751,1,5,0
69,21,126,2848,99,20,3,206,8,0,7801,1,5,0
105,7,126,2534,163,20,3,18,8,0,2055,1,4,0
25,10,127,2921,163,20,3,188,8,5,25173,5,5,0
20,15,199,2605,99,20,3,133,8,5,11624,2,5,0
102,16,280,3082,99,20,3,187,8,0,20108,5,5,0
55,20,126,2995,91,20,3,111,8,0,7360,2,0,0
44,21,126,3868,163,20,3,18,8,0,14165,1,5,0
17,23,126,2195,163,20,3,111,8,1,19996,1,4,0
28,10,126,2848,99,20,3,98,8,0,18830,1,5,0
105,21,126,438,163,20,3,26,8,3,16013,1,5,0
77,20,126,638,99,20,3,130,8,3,10774,2,4,0
10,20,232,3527,163,20,3,194,8,5,4244,5,5,0
20,15,126,2655,56,20,3,186,8,3,19394,2,5,0
53,21,164,3344,99,20,3,87,8,5,13159,5,5,0
78,20,126,2232,163,20,3,148,8,0,11131,1,4,0
91,0,126,840,163,20,3,98,8,0,21812,1,5,0
39,29,126,3868,163,20,3,6,8,3,10200,0,4,0
107,26,126,2943,167,20,3,109,8,0,9083,2,5,0
35,21,126,1503,33,20,3,18,8,0,14436,5,5,0
39,2,126,2596,163,17,28,87,8,0,22461,2,4,0
51,26,126,2049,99,20,3,194,8,0,7967,1,5,0
28,18,127,2848,99,20,3,169,8,5,8659,5,5,0
109,20,127,2049,99,20,3,191,8,5,16375,5,5,0
7,16,127,1620,163,20,3,7,8,5,20578,1,5,0
70,20,245,3303,163,3,3,46,8,5,25626,2,5,0
13,15,280,1475,31,20,3,57,8,3,3366,2,0,0
20,15,232,97,131,9,3,69,8,5,19117,5,5,0
57,21,199,638,99,20,3,48,8,5,14080,5,5,0
53,20,126,4085,163,20,3,111,8,1,19170,2,0,0
57,25,126,638,99,20,3,165,8,3,2498,5,5,0
103,20,126,2121,99,20,3,109,8,1,8452,0,4,0
16,21,126,2504,163,20,3,73,8,1,12811,1,4,0
77,10,18,4173,180,15,24,200,8,5,14811,5,5,0
109,7,199,183,163,20,30,194,8,5,5981,5,5,0
41,29,126,2049,99,20,3,130,8,3,3074,5,5,0
65,16,199,2511,99,20,3,194,8,5,17857,5,5,0
16,25,126,2995,91,20,3,98,8,3,2270,0,5,0
20,15,280,2121,99,20,3,133,8,0,12140,5,5,0
91,0,126,175,69,20,3,165,8,1,23014,2,0,0
20,15,280,2760,99,20,3,133,8,0,19789,1,4,0
63,29,232,2333,167,20,3,91,8,5,22704,5,5,0
109,30,126,1781,165,20,3,194,8,3,11105,5,5,1
103,0,126,1728,163,20,3,111,8,0,21973,1,4,0
109,7,126,3868,163,20,3,109,8,0,14987,2,4,0
60,16,280,2943,167,20,3,194,8,0,16253,1,4,0
69,21,126,696,163,20,3,109,8,1,18537,0,4,0
20,17,127,1541,163,3,3,126,8,5,24556,5,5,0
103,21,126,927,163,20,3,18,8,0,19490,2,5,0
25,16,127,286,40,20,3,194,8,5,3459,0,5,0
19,20,126,3176,163,20,3,87,8,1,19591,2,5,0
46,16,126,3868,163,20,3,194,8,1,1397,1,4,0
20,15,127,3868,163,3,3,81,8,5,8621,2,5,0
25,30,164,638,99,20,3,165,8,5,19982,5,5,1
51,25,164,4036,142,20,3,128,8,5,15432,5,5,0
100,16,126,691,40,20,3,194,8,3,11686,1,0,0
63,20,126,3868,163,20,3,194,8,3,15577,1,0,0
20,15,280,2195,163,20,3,106,8,0,12553,1,5,0
46,21,126,1342,131,20,3,194,8,0,7877,1,4,0
86,17,164,2208,134,24,56,162,8,5,18854,5,5,0
77,29,164,515,99,20,3,188,8,5,17453,5,5,0
28,2,126,4147,163,20,3,73,8,3,17398,1,4,0
32,29,126,2491,176,20,3,91,8,1,18424,1,4,0
20,15,164,2311,131,20,3,81,8,5,6393,5,5,0
46,16,127,2594,99,20,3,7,8,5,15155,2,5,0
16,0,127,678,163,3,3,148,8,5,6677,2,5,0
111,21,126,2173,99,20,3,6,8,3,11814,2,0,0
61,25,127,2943,167,20,3,186,8,5,13021,5,5,0
40,20,126,2137,176,20,3,109,8,0,13590,1,5,0
100,16,280,638,99,20,3,48,8,0,14235,1,5,0
100,21,126,3172,163,20,3,130,8,1,17128,1,4,0
35,6,127,2127,163,20,3,188,8,5,25596,1,5,0
6,21,127,3670,99,12,0,194,8,5,913,1,5,0
4,20,126,3868,163,20,3,111,8,0,4010,1,4,0
20,15,232,685,150,15,43,138,0,5,9643,5,5,0
16,21,127,2501,167,20,3,186,8,5,25468,5,5,0
40,21,126,1369,163,20,3,151,8,0,18364,5,5,0
14,25,164,1150,150,9,3,109,8,5,11889,5,5,0
20,15,278,3785,99,20,30,11,0,5,24681,5,5,0
28,16,199,3563,163,20,30,194,8,5,8326,5,5,0
20,15,74,1195,58,20,30,124,4,5,1187,0,5,0
20,15,126,1472,1,20,3,81,8,0,7490,1,4,0
77,20,126,778,31,20,3,111,8,0,14101,2,4,0
78,21,126,3110,163,20,3,160,8,1,16487,1,4,0
20,15,126,4072,163,20,3,91,8,0,7953,1,0,0
19,21,127,3868,163,23,35,191,8,5,18896,5,5,0
20,15,280,3021,163,17,35,81,8,3,16587,1,5,0
74,29,127,412,163,20,3,26,8,5,8979,1,5,0
20,15,280,1784,163,20,3,22,8,0,26274,1,4,0
74,25,232,133,163,9,3,200,8,5,560,5,5,0
19,24,126,3868,163,3,3,18,8,1,19942,0,5,0
109,21,126,3868,163,20,3,111,8,0,23263,1,0,0
109,19,126,4062,163,20,3,18,8,0,6061,1,5,0
111,20,126,395,163,20,3,6,8,1,7385,2,4,0
20,15,199,870,99,20,3,69,8,5,21414,5,5,0
91,21,280,3956,43,17,35,130,8,1,4857,1,0,0
20,15,127,3275,163,23,35,133,8,5,6327,5,5,0
20,15,164,2943,167,20,3,82,8,5,21860,5,5,0
40,24,126,2921,163,20,3,18,8,0,4795,0,5,0
20,15,232,951,69,20,30,191,8,5,24925,5,5,0
4,21,126,2605,99,20,3,160,8,3,1245,5,4,0
6,16,126,1369,163,20,3,29,8,0,11528,2,4,0
37,16,199,694,163,20,3,35,8,5,11592,5,5,0
62,30,126,1055,6,20,3,18,8,0,24084,1,4,1
17,20,126,2111,84,20,3,151,8,0,16479,5,5,0
78,25,126,297,163,20,3,18,8,1,9272,5,0,0
46,29,126,407,91,20,3,109,8,1,247,5,4,0
4,18,164,2921,163,9,3,151,8,5,25617,5,5,0
77,15,18,4173,180,15,4,194,8,5,9207,2,6,0
5,30,164,359,163,20,3,130,8,5,3329,5,5,1
74,16,127,2396,31,20,3,61,8,5,7837,2,5,0
12,2,126,331,163,20,3,29,8,3,10466,2,0,0
40,16,126,778,31,20,3,73,8,0,12430,1,5,0
103,21,18,4173,180,15,24,194,8,5,14504,5,5,0
21,29,18,4173,180,15,4,165,8,5,414,5,5,0
92,5,126,1283,163,20,3,111,8,0,177,1,4,0
57,26,164,638,99,24,56,18,8,5,11413,5,5,0
111,21,199,3549,150,3,3,194,8,5,19294,2,5,0
62,26,126,1475,31,20,3,37,8,3,7427,1,5,0
80,20,126,3172,163,20,3,18,8,3,11260,1,4,0
100,2,126,190,145,20,3,194,8,3,22797,1,6,0
92,20,126,3169,163,20,3,151,8,1,18603,2,4,0
3,20,126,2333,167,20,3,18,8,1,23543,2,5,0
20,15,280,270,163,20,3,69,8,1,11951,1,4,0
20,15,199,696,163,20,30,208,13,5,8629,5,5,0
20,15,199,2457,173,20,3,133,8,5,8748,5,5,0
25,8,126,3153,163,20,3,130,8,1,25039,2,0,0
55,21,126,638,99,20,3,87,8,1,10755,0,5,0
41,29,126,1541,163,20,3,109,8,0,12494,1,5,0
104,10,18,4173,180,15,24,194,8,5,17218,5,5,0
21,18,126,3172,163,20,3,109,8,0,2347,5,4,0
98,16,127,3764,99,20,3,194,8,5,5166,0,5,0
12,0,126,65,163,20,3,130,8,0,3875,1,4,0
78,16,126,103,99,20,3,194,8,3,20869,0,5,0
109,20,126,340,175,20,3,18,8,0,12632,1,0,0
20,15,195,1283,163,20,3,82,8,5,245,0,5,0
20,15,280,1348,163,3,3,81,8,5,19112,2,4,0
39,25,199,2830,163,9,3,109,8,5,19967,5,5,0
47,21,126,827,115,20,3,194,8,3,4198,0,0,0
20,15,280,1614,8,20,3,133,8,3,15278,0,0,0
20,15,127,1396,99,17,35,133,8,5,19033,1,5,0
25,30,232,778,31,20,3,6,8,5,16814,5,5,1
104,21,126,2457,173,20,3,109,8,0,24220,1,5,0
103,8,127,2173,99,20,3,201,8,5,16073,5,5,0
55,21,126,175,69,20,3,87,8,0,10002,1,5,0
20,15,127,1306,99,5,38,20,11,5,18511,5,5,0
25,18,126,3079,99,20,3,73,8,3,6185,1,5,0
57,21,126,2943,167,20,3,18,8,0,19866,2,4,0
28,2,126,2760,99,20,3,109,8,0,2218,2,5,0
25,29,199,2943,167,20,3,151,8,5,1957,5,5,0
69,15,164,2820,143,24,56,138,0,5,18022,5,5,0
19,20,126,19,163,20,3,73,8,3,16188,1,4,0
41,2,126,3683,3,20,3,109,8,1,22614,1,4,0
104,7,126,2921,163,20,3,73,8,3,13132,1,4,0
20,15,19,2943,167,20,30,106,8,5,13795,5,5,0
14,16,136,638,99,20,3,104,8,5,17543,1,5,0
61,0,126,2049,99,20,3,194,8,0,11949,1,0,0
74,20,126,2257,69,20,3,87,8,0,24449,1,4,0
32,2,127,1894,163,20,3,194,8,5,5918,1,5,0
46,30,126,175,69,20,3,6,8,0,15090,1,5,1
103,20,126,660,163,20,3,98,8,3,16332,1,4,0
20,15,280,50,163,20,3,22,8,0,790,1,5,0
98,20,126,2127,163,20,3,109,8,3,20042,1,0,0
22,21,126,2504,163,20,3,111,8,3,25765,1,5,0
16,25,126,49,163,20,3,194,8,1,4315,0,4,0
52,20,126,3741,163,20,3,186,8,0,6638,1,5,0
74,21,127,1618,99,20,3,87,8,5,21800,5,5,0
95,21,126,297,163,20,3,18,8,1,23282,2,0,0
20,15,136,2943,167,24,56,81,8,5,24610,1,5,0
97,2,126,3741,163,20,3,165,8,0,16308,2,5,0
20,15,243,693,109,20,30,17,8,5,4818,5,5,0
97,26,126,2234,86,20,3,151,8,3,2439,1,6,0
20,15,280,2049,99,20,3,133,8,0,24645,2,5,0
17,16,126,2121,99,20,3,165,8,0,10545,1,5,0
109,21,280,1106,163,20,3,57,8,0,2068,1,0,0
61,10,126,4062,163,3,3,73,8,1,10557,1,5,0
105,16,232,3791,173,17,35,206,8,5,20682,5,5,0
19,20,126,3783,99,20,3,194,8,0,13729,2,0,0
32,21,126,2402,77,20,3,194,8,1,22909,2,0,0
78,16,280,870,99,20,3,200,8,0,263,5,5,0
98,7,126,2049,99,20,3,194,8,3,14720,2,6,0
70,30,117,1157,175,20,3,165,8,5,1858,5,5,1
9,0,126,918,163,20,3,130,8,3,9937,2,4,0
91,0,126,4003,163,20,3,87,8,0,10025,1,5,0
20,15,232,3259,99,20,30,133,8,5,8969,5,5,0
80,10,126,1944,163,20,3,73,8,0,6144,1,0,0
17,10,126,595,163,20,3,35,8,0,1407,1,5,0
3,21,126,3689,131,20,3,151,8,0,23693,0,5,0
21,16,199,3853,140,20,3,109,8,5,20798,5,5,0
37,26,126,1264,31,10,16,194,8,0,1954,2,5,0
22,21,164,2195,163,20,30,111,8,5,359,5,5,0
20,15,280,1527,99,20,3,7,8,0,8080,1,4,0
25,24,136,3561,114,4,9,128,8,5,23061,0,5,0
80,8,126,2049,99,20,3,194,8,3,25355,0,0,0
1,21,126,2921,163,20,3,151,8,0,12699,2,5,0
4,30,126,1630,119,20,3,91,8,0,12120,2,4,1
20,15,232,2541,142,20,30,11,0,5,13962,5,5,0
20,15,127,3832,163,3,3,120,8,5,2784,5,5,0
21,7,126,3868,163,20,3,206,8,3,8422,5,5,0
20,15,232,2402,77,15,43,11,0,5,9840,5,5,0
46,20,126,2440,163,20,3,151,8,3,15587,1,4,0
16,20,18,4173,180,15,24,109,8,5,16651,5,5,0
104,30,126,2534,163,20,3,130,8,0,23072,1,5,1
90,2,126,3868,163,20,3,130,8,0,2717,1,4,0
96,21,126,1853,163,20,3,87,8,0,9224,1,5,0
106,8,126,2525,163,20,3,111,8,3,7439,2,4,0
80,20,126,2780,163,20,3,109,8,3,11018,2,0,0
20,15,127,2877,163,3,3,34,8,5,23043,1,5,0
17,16,164,1306,99,24,56,191,8,5,23585,5,5,0
54,1,126,2049,99,20,3,6,8,3,9947,0,5,0
78,20,126,2385,163,20,3,160,8,0,15134,2,5,0
46,1,280,288,163,20,3,2,8,0,5998,2,5,0
103,16,127,2121,99,20,3,130,8,5,18241,2,5,0
52,19,280,4003,163,20,3,162,8,1,780,1,5,0
105,16,280,2127,163,20,3,84,8,0,6297,2,5,0
39,0,126,2995,91,20,3,109,8,3,830,0,4,0
111,16,280,1125,99,17,28,194,8,0,9935,2,4,0
20,15,199,301,142,20,3,133,8,5,24001,5,5,0
25,9,278,2943,167,20,3,165,8,5,3242,5,5,0
25,26,126,190,145,20,3,98,8,3,13124,2,5,0
103,30,126,1392,163,20,3,109,8,0,23775,1,5,1
40,20,164,153,163,24,56,98,8,5,24216,5,5,0
20,15,232,3470,91,20,3,47,8,5,19948,5,5,0
100,25,126,1753,163,20,3,109,8,1,11952,5,5,0
20,15,199,1535,0,20,30,11,0,5,17032,5,5,0
74,21,126,1369,163,20,3,165,8,0,24131,2,4,0
47,25,164,1306,99,9,3,194,8,5,6590,5,5,0
5,30,126,2583,167,20,3,87,8,3,13546,1,5,1
20,15,232,175,69,24,56,138,0,5,10313,5,5,0
17,15,126,2341,142,20,3,194,8,3,1538,2,0,0
70,21,127,327,163,3,3,194,8,5,12748,2,5,0
109,16,126,1306,99,20,3,194,8,1,5278,2,5,0
10,16,127,1743,163,3,3,29,8,5,3274,5,5,0
102,30,280,3169,163,20,3,2,8,3,16858,1,4,1
39,18,126,2195,163,20,3,37,8,1,14260,1,5,0
70,21,126,3786,163,3,3,6,8,0,23148,1,4,0
13,20,126,3832,163,20,3,111,8,1,24522,2,4,0
112,24,126,2921,163,20,3,84,8,0,14618,0,5,0
5,20,164,3191,163,20,3,165,8,5,14470,5,5,0
20,15,280,2943,167,20,3,133,8,1,16865,2,5,0
22,21,126,3868,163,20,3,18,8,0,8400,1,4,0
57,30,126,3868,163,20,3,18,8,1,14419,2,4,1
102,21,278,2049,99,3,3,2,8,5,23108,5,5,0
40,20,127,3680,162,12,0,6,8,5,7191,0,5,0
20,15,280,483,100,17,28,17,8,0,20983,0,0,0
19,20,126,2253,163,20,3,109,8,0,13026,2,4,0
21,20,126,438,163,20,3,165,8,1,4997,1,6,0
61,20,280,870,99,20,3,160,8,3,17838,5,4,0
20,15,258,2232,163,20,3,81,8,5,2386,2,5,0
6,7,126,3886,163,20,3,73,8,0,8555,2,4,0
20,15,245,4027,163,23,35,22,8,5,8449,2,5,0
20,15,280,31,36,20,3,133,8,0,8934,2,4,0
92,20,126,297,163,20,3,18,8,1,12584,1,4,0
16,21,126,2943,167,17,35,35,8,1,3883,5,4,0
20,15,192,4173,180,15,12,7,8,5,14314,5,5,0
102,21,126,854,99,20,3,130,8,0,2160,0,5,0
17,25,126,3861,163,20,3,98,8,3,1094,0,5,0
92,16,126,3172,163,20,3,160,8,1,4376,1,5,0
109,21,280,4018,163,20,3,91,8,0,6107,2,4,0
62,21,18,4173,180,15,24,130,8,5,9135,5,5,0
14,25,126,2195,163,20,3,148,8,3,14695,5,4,0
25,24,126,2595,0,20,3,18,8,3,16346,0,0,0
9,21,127,503,163,20,3,109,8,5,13942,5,5,0
74,21,232,2028,99,20,3,130,8,5,6607,5,5,0
104,0,126,3922,163,20,3,18,8,0,8425,1,5,0
105,21,126,2284,163,20,3,128,8,0,17816,1,5,0
20,15,280,3868,163,20,3,69,8,0,19732,1,4,0
20,15,280,1740,163,20,3,12,8,0,20424,1,5,0
69,21,127,2333,167,20,3,12,8,5,15306,5,5,0
20,15,280,2943,167,20,3,7,8,0,3815,5,5,0
92,25,126,4047,99,20,3,194,8,3,20615,1,5,0
6,0,280,180,37,20,3,111,8,3,9557,1,4,0
109,20,164,2605,99,4,9,194,8,5,1673,5,5,0
3,20,232,2333,167,20,30,109,8,5,3186,5,5,0
20,15,199,638,99,20,3,133,8,5,12792,5,5,0
102,16,199,2757,99,20,30,194,8,5,10462,1,5,0
80,10,127,1114,163,3,3,84,8,5,18008,2,5,0
109,18,126,2921,163,20,3,151,8,0,15332,5,5,0
10,2,126,3639,163,20,3,18,8,0,11911,1,4,0
76,20,280,3831,152,20,3,87,8,3,15914,1,0,0
